date,strategy,period,ls_ret,ls_ret_gross,ls_ret_pre_capeff,long_ret,short_pnl,long_turnover,short_turnover,avg_turnover,n_long,n_short,mkt_ret,tc_cost_monthly,borrow_cost_monthly,rebate_monthly,net_financing_monthly,rf_rate,avg_fscore_long,avg_fscore_short,nav,ret_1m,ret_3m,ret_6m,ret_12m,ret_24m,ret_36m,vol_12m,vol_36m,max_dd_6m,max_dd_12m,max_dd_36m,sharpe_12m,sharpe_36m,sortino_12m,sortino_36m,calmar_12m,calmar_36m,hit_rate_3m,hit_rate_6m,hit_rate_12m
2015-11-01,A_Value,oos,0.004732,0.009124,0.007098,-0.045026,0.052124,0.083032,0.072072,0.077552,554.0,555.0,-0.038162,0.000776,0.00125,0.0,-0.00125,0.0,6.1787,2.018018,1.05515,0.004732,0.001698,0.073294,0.05515,,,0.068756,,-0.024761,-0.024761,,0.884914,,1.887257,,2.435809,,0.666667,0.833333,0.636364
2015-12-01,A_Value,oos,0.089032,0.135514,0.133549,-0.066325,0.199873,0.096014,0.047101,0.071558,552.0,552.0,-0.084107,0.000716,0.00125,0.0,-0.00125,0.0001,6.177536,2.036232,1.149093,0.089032,0.067093,0.159985,0.149093,0.149093,,0.106524,,-0.024761,-0.024761,,1.359441,,4.626089,,6.021362,,0.666667,0.833333,0.666667
2016-01-01,A_Value,oos,0.025058,0.040035,0.037588,0.014085,0.023503,0.155393,0.084095,0.119744,547.0,547.0,0.004055,0.001197,0.00125,0.0,-0.00125,0.0001,6.365631,2.042048,1.177887,0.025058,0.121605,0.163534,0.20312,0.177887,,0.100737,,-0.024761,-0.024761,,1.894096,,7.196498,,8.20334,,1.0,0.833333,0.75
2016-02-01,A_Value,oos,0.002209,0.005133,0.003313,0.083794,-0.080481,0.060662,0.053309,0.056985,544.0,544.0,0.076951,0.00057,0.00125,0.0,-0.00125,0.0002,6.384191,2.099265,1.180489,0.002209,0.118787,0.120687,0.197355,0.180489,,0.101314,,-0.024761,-0.024761,,1.833131,,7.006788,,7.970508,,1.0,0.833333,0.75
2016-03-01,A_Value,oos,-0.01198,-0.01618,-0.017969,0.039445,-0.057415,0.053016,0.054845,0.053931,547.0,547.0,0.037883,0.000539,0.00125,0.0,-0.00125,0.0002,6.351005,2.063985,1.166347,-0.01198,0.015016,0.083116,0.16511,0.166347,,0.104978,,-0.01198,-0.024761,,1.505938,,5.751366,,6.668247,,0.666667,0.666667,0.666667
2016-04-01,A_Value,oos,0.004156,0.00804,0.006233,-0.00043,0.006663,0.063869,0.047445,0.055657,548.0,548.0,-0.000175,0.000557,0.00125,0.0,-0.00125,0.0001,6.222628,2.09854,1.171194,0.004156,-0.005683,0.115231,0.184399,0.171194,,0.101886,,-0.01198,-0.024761,,1.710865,,6.582198,,7.447262,,0.666667,0.833333,0.75
2016-05-01,A_Value,oos,0.02607,0.041088,0.039105,0.003913,0.035192,0.084249,0.062271,0.07326,546.0,546.0,0.000711,0.000733,0.00125,0.0,-0.00125,0.0001,6.234432,2.064103,1.201727,0.02607,0.017991,0.138916,0.222391,0.201727,,0.09989,,-0.01198,-0.024761,,2.063077,,7.753818,,8.981651,,0.666667,0.833333,0.833333
2016-06-01,A_Value,oos,-0.020827,-0.029471,-0.03124,0.042886,-0.074127,0.04918,0.054645,0.051913,549.0,549.0,0.049805,0.000519,0.00125,0.0,-0.00125,0.0002,6.24408,2.063752,1.176699,-0.020827,0.008875,0.024024,0.187853,0.176699,0.176699,0.1067,0.093784,-0.020827,-0.024761,-0.024761,1.661936,1.197624,5.590229,3.702663,7.586752,4.627398,0.666667,0.666667,0.75
2016-07-01,A_Value,oos,-0.003342,0.000383,-0.005013,0.008008,-0.013021,0.467273,0.361818,0.414545,550.0,550.0,0.013905,0.004145,0.00125,0.0,-0.00125,0.0002,6.329091,2.1,1.172766,-0.003342,0.001343,-0.004348,0.158476,0.172766,0.172766,0.107862,0.091703,-0.024099,-0.024761,-0.024761,1.407882,1.135778,4.847689,3.529244,6.400314,4.276606,0.333333,0.5,0.666667
2016-08-01,A_Value,oos,-0.033903,-0.048951,-0.050854,0.009294,-0.060149,0.068966,0.061706,0.065336,551.0,551.0,0.014769,0.000653,0.00125,0.0,-0.00125,0.0002,6.147005,1.831216,1.133006,-0.033903,-0.057185,-0.040223,0.07561,0.133006,0.133006,0.112542,0.095175,-0.057185,-0.057185,-0.057185,0.686702,0.8244,1.841212,2.157914,1.322199,1.36055,0.0,0.333333,0.583333
2016-09-01,A_Value,oos,0.067948,0.104064,0.101921,-0.020686,0.122608,0.051002,0.127505,0.089253,549.0,549.0,-0.044131,0.000893,0.00125,0.0,-0.00125,0.0002,6.311475,2.003643,1.209991,0.067948,0.028293,0.03742,0.123646,0.209991,0.209991,0.127738,0.103706,-0.057185,-0.057185,-0.057185,0.961151,1.094215,2.923374,3.167833,2.162213,2.012333,0.333333,0.5,0.583333
2016-10-01,A_Value,oos,0.040997,0.063503,0.061496,0.096675,-0.035179,0.087591,0.063869,0.07573,548.0,548.0,0.059278,0.000757,0.00125,0.0,-0.00125,0.0002,6.332117,2.069343,1.259598,0.040997,0.07404,0.075482,0.199411,0.259598,0.259598,0.124905,0.103841,-0.057185,-0.057185,-0.057185,1.507329,1.257668,4.912234,3.701266,3.48712,2.345963,0.666667,0.5,0.666667
